phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D009765,species,411486,Clostridium sp. M62/1,Bacteria,1,1.38056,1.38056,
D009765,species,411489,Clostridium sp. L2-50,Bacteria,73,3.275702192,2.67563,3.406412402
D009765,species,413497,Cronobacter dublinensis,Bacteria,1,0.01465,0.01465,
D009765,species,413503,Cronobacter malonaticus,Bacteria,1,0.00775,0.00775,
D009765,species,416586,Selenomonas bovis,Bacteria,2,0.058915,0.058915,0.065768002
D009765,species,419005,Prevotella amnii,Bacteria,1,0.53746,0.53746,
D009765,species,419015,Alloscardovia omnicolens,Bacteria,11,0.006378182,0.0035,0.005773396
D009765,species,437897,Megamonas funiformis,Bacteria,41,1.880140488,0.50233,3.671711563
D009765,species,437898,Sutterella parvirubra,Bacteria,1,2.26319,2.26319,
D009765,species,446660,Adlercreutzia equolifaciens,Bacteria,297,0.19415835,0.05405,0.320714336
D009765,species,447455,candidate division TM7 single-cell isolate TM7b,Bacteria,6,0.009816667,0.01117,0.006052427
D009765,species,447456,candidate division TM7 single-cell isolate TM7c,Bacteria,17,0.009747647,0.00373,0.011675388
D009765,species,454154,Paraprevotella clara,Bacteria,272,0.542172169,0.184965,1.368403638
D009765,species,454155,Paraprevotella xylaniphila,Bacteria,169,0.291356923,0.02909,1.651464208
D009765,species,457390,Bacteroides sp. 3_1_23,Bacteria,1,0.21865,0.21865,
D009765,species,457392,Bacteroides sp. 3_2_5,Bacteria,2,1.95686,1.95686,2.379668877
D009765,species,457394,Bacteroides sp. 4_3_47FAA,Bacteria,4,16.4679475,11.5104,15.05496353
D009765,species,457395,Bacteroides sp. 9_1_42FAA,Bacteria,1,6.67218,6.67218,
D009765,species,457402,Eubacterium sp. 3_1_31,Bacteria,35,0.068727714,0.00748,0.154776786
D009765,species,457412,Ruminococcus sp. 5_1_39BFAA,Bacteria,325,2.215012308,1.34404,2.405440812
D009765,species,457415,Synergistes sp. 3_1_syn1,Bacteria,2,1.005335,1.005335,0.851024224
D009765,species,457416,Veillonella sp. 3_1_44,Bacteria,1,0.3726,0.3726,
D009765,species,457421,Clostridiales bacterium 1_7_47FAA,Bacteria,72,0.019387361,0.007275,0.033640211
D009765,species,457422,Erysipelotrichaceae bacterium 2_2_44A,Bacteria,91,0.021132088,0.00323,0.053655626
D009765,species,469585,Bacteroides sp. 1_1_14,Bacteria,5,3.4737,3.50656,0.718587716
D009765,species,469588,Bacteroides sp. 2_1_22,Bacteria,20,1.544836,0.95708,1.660850894
D009765,species,469592,Bacteroides sp. 3_1_19,Bacteria,15,2.723575333,3.38306,1.874029102
D009765,species,469610,Burkholderiales bacterium 1_1_47,Bacteria,160,0.151061188,0.044025,0.236109002
D009765,species,469613,Enterobacteriaceae bacterium 9_2_54FAA,Bacteria,1,0.02027,0.02027,
D009765,species,469614,Erysipelotrichaceae bacterium 6_1_45,Bacteria,78,0.030264359,0.004525,0.095799384
D009765,species,471189,Gordonibacter pamelaeae,Bacteria,165,0.123340667,0.02238,0.26671161
D009765,species,487173,Dialister succinatiphilus,Bacteria,61,4.164909508,1.90988,5.767459978
D009765,species,487174,Barnesiella intestinihominis,Bacteria,521,1.401865893,0.80505,1.776701358
D009765,species,487175,Parasutterella excrementihominis,Bacteria,181,0.13960884,0.03784,0.255128186
D009765,species,491921,Megamonas rupellensis,Bacteria,55,1.049423636,0.06337,1.895380607
D009765,species,501496,Porphyromonas bennonis,Bacteria,12,0.007438333,0.002555,0.009661947
D009765,species,501571,Butyricicoccus pullicaecorum,Bacteria,19,0.076867368,0.00166,0.189054901
D009765,species,507750,Peptoniphilus duerdenii,Bacteria,2,0.00918,0.00918,0.009970206
D009765,species,539813,Enterobacter mori,Bacteria,3,0.081596667,0.00298,0.138330067
D009765,species,544580,Actinomyces oris,Bacteria,3,0.007416667,0.00914,0.004003578
D009765,species,544581,Actinomyces johnsonii,Bacteria,1,0.00033,0.00033,
D009765,species,544644,Butyricimonas synergistica,Bacteria,32,0.035014688,0.00099,0.105126667
D009765,species,552395,Lachnospiraceae bacterium 4_1_37FAA,Bacteria,28,0.0149825,0.006025,0.018172529
D009765,species,552396,Erysipelotrichaceae bacterium 5_2_54FAA,Bacteria,20,0.408755,0.01559,0.762752361
D009765,species,552398,Ruminococcaceae bacterium D16,Bacteria,161,0.11816528,0.00648,0.314310763
D009765,species,563193,Parabacteroides sp. D13,Bacteria,20,2.1882415,2.060625,1.054004072
D009765,species,626929,Bacteroides clarus,Bacteria,144,0.339424931,0.066565,0.982512687
D009765,species,626930,Bacteroides fluxus,Bacteria,1,1.03635,1.03635,
D009765,species,626931,Bacteroides oleiciplenus,Bacteria,23,0.567216957,0.01886,1.060663753
D009765,species,626932,Alistipes indistinctus,Bacteria,284,0.154317007,0.035815,0.267082643
D009765,species,626933,Odoribacter laneus,Bacteria,8,0.39198375,0.499235,0.252285057
D009765,species,626934,Slackia piriformis,Bacteria,84,0.29888631,0.121345,0.465373405
D009765,species,626935,Collinsella tanakaei,Bacteria,63,0.210964286,0.06741,0.403679911
D009765,species,626938,Succinatimonas hippei,Bacteria,44,0.2253075,0.06522,0.311533897
D009765,species,626940,Phascolarctobacterium succinatutens,Bacteria,206,4.063217913,3.64602,3.220471072
D009765,species,638849,Pyramidobacter piscolens,Bacteria,9,0.016913333,0.01292,0.018604377
D009765,species,649724,Clostridium sp. ATCC BAA-442,Bacteria,4,0.436555,0.35821,0.378095647
D009765,species,649756,Anaerostipes hadrus,Bacteria,437,0.098284325,0.03931,0.205791918
D009765,species,658081,Lachnospiraceae bacterium 1_1_57FAA,Bacteria,342,0.698739503,0.335345,1.04863664
D009765,species,658082,Lachnospiraceae bacterium 2_1_58FAA,Bacteria,130,0.150196462,0.024045,0.410599242
D009765,species,658083,Lachnospiraceae bacterium 6_1_63FAA,Bacteria,42,0.037680238,0.00825,0.090752629
D009765,species,658085,Lachnospiraceae bacterium 5_1_57FAA,Bacteria,48,0.041057292,0.019005,0.063651928
D009765,species,658086,Lachnospiraceae bacterium 3_1_57FAA_CT1,Bacteria,106,0.121088868,0.01391,0.356996783
D009765,species,658087,Lachnospiraceae bacterium 7_1_58FAA,Bacteria,413,0.07220138,0.02481,0.199170838
D009765,species,658088,Lachnospiraceae bacterium 9_1_43BFAA,Bacteria,52,0.068746731,0.009515,0.208588715
D009765,species,658089,Lachnospiraceae bacterium 5_1_63FAA,Bacteria,517,0.133683385,0.06767,0.24093189
D009765,species,658655,Lachnospiraceae bacterium 1_4_56FAA,Bacteria,138,0.06859587,0.024525,0.140004175
D009765,species,658657,Erysipelotrichaceae bacterium 21_3,Bacteria,96,0.00635625,0.00311,0.009045588
D009765,species,658659,Erysipelotrichaceae bacterium 3_1_53,Bacteria,10,0.028737,0.019905,0.021450286
D009765,species,665950,Lachnospiraceae bacterium 3_1_46FAA,Bacteria,442,0.297296357,0.144985,0.429789423
D009765,species,665951,Lachnospiraceae bacterium 8_1_57FAA,Bacteria,290,0.673323517,0.43189,0.715345856
D009765,species,665956,Subdoligranulum sp. 4_3_54A2FAA,Bacteria,36,0.552630833,0.31767,0.865816597
D009765,species,671266,Enterorhabdus caecimuris,Bacteria,1,0.02624,0.02624,
D009765,species,674529,Bacteroides faecis,Bacteria,214,0.725348832,0.03184,1.470575743
D009765,species,693988,Bilophila sp. 4_1_30,Bacteria,1,0.31639,0.31639,
D009765,species,699192,Megasphaera genomosp. type_1,Bacteria,1,0.02246,0.02246,
D009765,species,742723,Lachnospiraceae bacterium 2_1_46FAA,Bacteria,16,0.43974,0.208655,0.510294552
D009765,species,749535,Klebsiella sp. MS 92-3,Bacteria,4,0.2413975,0.15997,0.217075063
D009765,species,751585,Coprococcus sp. ART55/1,Bacteria,171,5.592240234,3.28445,6.789748292
D009765,species,796942,Stomatobaculum longum,Bacteria,2,0.002805,0.002805,0.003500179
D009765,species,908612,Alistipes sp. HGB5,Bacteria,10,0.833219,0.581055,0.671211995
D009765,species,936548,Actinomyces sp. ICM47,Bacteria,1,0.09647,0.09647,
D009765,species,1070699,Clostridiaceae bacterium JC118,Bacteria,64,0.034316406,0.01354,0.065190612
D009765,species,1077464,Streptococcus tigurinus,Bacteria,10,0.002167,0.002065,0.000820949
D009765,species,1078480,Haemophilus sputorum,Bacteria,4,0.02455,0.00566,0.041062758
D009765,species,1095771,Ruminococcus sp. JC304,Bacteria,4,0.17327,0.16235,0.074690753
D009765,species,1099853,Coprobacter fastidiosus,Bacteria,236,0.227761144,0.04023,0.506390833
D009765,species,1105032,Streptococcus sp. BS35b,Bacteria,1,0.03159,0.03159,
D009765,species,1111120,Acidaminococcus sp. BV3L6,Bacteria,10,1.212761,1.340585,0.299380297
D009765,species,1118060,Enorma massiliensis phI,Bacteria,71,0.941933099,0.12932,1.359130242
D009765,species,1118061,Alistipes obesi,Bacteria,446,0.308435897,0.17499,0.390284411
D009765,species,1161942,Ruminococcus champanellensis,Bacteria,16,0.63358875,0.376215,0.897187739
D009765,species,1203556,Actinomyces sp. HPA0247,Bacteria,1,0.13538,0.13538,
D009765,species,1211813,Candidatus Alistipes marseilloanorexicus AP11,Bacteria,56,0.607057857,0.40723,0.541178889
D009765,species,1211819,Holdemania massiliensis AP2,Bacteria,11,0.194784545,0.17124,0.098065855
D009765,species,1226322,Oscillibacter sp. KLE 1728,Bacteria,1,0.64922,0.64922,
D009765,species,1226323,Oscillibacter sp. KLE 1745,Bacteria,43,0.716064419,0.53996,0.539059535
D009765,species,1226325,Clostridium sp. KLE 1755,Bacteria,5,0.608412,0.50442,0.452928066
D009765,species,1287640,Anaerococcus obesiensis,Bacteria,5,0.004864,0.00125,0.006922675
D009765,species,1288121,Alistipes senegalensis,Bacteria,256,0.032750586,0.014675,0.055939923
D009765,species,1329817,Enterobacter sp. MGH 8,Bacteria,1,0.66243,0.66243,
D009765,species,1486246,Halomonas sp.,Bacteria,1,0.01453,0.01453,
