phenotype,taxonomy rank level,NCBI taxon id,scientific name,super kingdom,Nr. runs in which the species/genus can be found,mean relative abundance,median relative abundance,SD of relative abundance
D065626,species,1307,Streptococcus suis,Bacteria,10,0.008673132,0.00488982,0.012184468
D065626,species,1351,Enterococcus faecalis,Bacteria,10,0.111167,0.057,0.145559538
D065626,species,1356,Enterococcus sulfureus,Bacteria,10,0.002086412,0.000842742,0.003267086
D065626,species,2702,Gardnerella vaginalis,Bacteria,10,0.010540647,0.001542955,0.021752234
D065626,species,33037,Anaerococcus vaginalis,Bacteria,10,0.016243,0.0109,0.015102317
D065626,species,40215,Acinetobacter junii,Bacteria,10,0.002417957,0.00078274,0.003546732
D065626,species,56774,[Eubacterium] infirmum,Bacteria,10,0.013179,0.00191,0.032619013
D065626,species,59310,Streptococcus macedonicus,Bacteria,10,0.080483754,0.00133663,0.245733939
D065626,species,78259,Scardovia inopinata,Bacteria,10,0.00175039,0.000565604,0.00343674
D065626,species,180164,Blautia schinkii,Bacteria,10,0.002272889,0.000608437,0.004431958
D065626,species,185293,Prevotella oryzae,Bacteria,10,0.058596848,0.010194665,0.128895466
D065626,species,386414,Prevotella timonensis,Bacteria,10,0.015063444,0.005105,0.02054246
D065626,species,437897,Megamonas funiformis,Bacteria,10,0.499262,0.091675,1.222893322
D065626,species,701529,Peptoniphilus sp. JCM 8143,Bacteria,10,0.001909851,0.000761272,0.002786509
D065626,species,908612,Alistipes sp. HGB5,Bacteria,10,3.618015,2.83319,3.320048813
D065626,species,287,Pseudomonas aeruginosa,Bacteria,9,0.747248832,0.000492553,2.238736034
D065626,species,483,Neisseria cinerea,Bacteria,9,0.001110842,0.000682914,0.001084764
D065626,species,736,Haemophilus paraphrohaemolyticus,Bacteria,9,0.028705798,0.0036411,0.054305538
D065626,species,840,Prevotella loescheii,Bacteria,9,0.012904282,0.000669241,0.027085045
D065626,species,1510,[Clostridium] stercorarium,Bacteria,9,0.009041601,0.00642034,0.008725035
D065626,species,1579,Lactobacillus acidophilus,Bacteria,9,0.021725597,0.00461,0.032181414
D065626,species,1744,Propionibacterium freudenreichii,Bacteria,9,0.046576667,0.05182,0.037398085
D065626,species,32013,Comamonas terrigena,Bacteria,9,0.00683886,0.00402098,0.007470829
D065626,species,33964,Leuconostoc citreum,Bacteria,9,0.003600361,0.000631126,0.005575186
D065626,species,45634,Streptococcus cristatus,Bacteria,9,0.031013333,0.01172,0.064694979
D065626,species,84032,[Clostridium] thermosuccinogenes,Bacteria,9,0.093470913,0.00405575,0.201375919
D065626,species,394340,Asaccharobacter celatus,Bacteria,9,0.003296303,0.00201049,0.003797439
D065626,species,469588,Bacteroides sp. 2_1_22,Bacteria,9,1.938268889,1.11982,2.487590498
D065626,species,502558,Eggerthella sp. YY7918,Bacteria,9,0.004694796,0.00405575,0.003570061
D065626,species,521157,Weissella sp. KLDS 7.0701,Bacteria,9,0.001221604,0.000910274,0.000802036
D065626,species,1114067,Weissella sp. NBRC 107245,Bacteria,9,0.003191602,0.00222866,0.00293702
D065626,species,1121298,Clostridium amylolyticum,Bacteria,9,0.002734179,0.000770612,0.004845923
D065626,species,488,Neisseria mucosa,Bacteria,8,0.021139926,0.001780425,0.052006413
D065626,species,582,Morganella morganii,Bacteria,8,1.746359016,0.0573279,3.512677872
D065626,species,1310,Streptococcus sobrinus,Bacteria,8,0.026338827,0.00823,0.053296044
D065626,species,1363,Lactococcus garvieae,Bacteria,8,0.036732352,0.0039,0.078949406
D065626,species,1541,Terrisporobacter mayombei,Bacteria,8,0.000804778,0.000681142,0.000537539
D065626,species,1655,Actinomyces naeslundii,Bacteria,8,0.000517245,0.000593988,0.000276334
D065626,species,2751,Carnobacterium maltaromaticum,Bacteria,8,0.002489737,0.001526579,0.003242855
D065626,species,28135,Prevotella oris,Bacteria,8,0.002766088,0.002365306,0.00241557
D065626,species,33953,Clostridium aminobutyricum,Bacteria,8,0.011535728,0.00568721,0.01355641
D065626,species,33968,Leuconostoc pseudomesenteroides,Bacteria,8,0.002330344,0.001855,0.001969149
D065626,species,35785,Clostridium maximum,Bacteria,8,0.015712273,0.003953345,0.024974534
D065626,species,40214,Acinetobacter johnsonii,Bacteria,8,0.002888717,0.001313721,0.003343429
D065626,species,41976,Porphyromonas catoniae,Bacteria,8,0.004366496,0.001223632,0.006248594
D065626,species,78346,Bifidobacterium ruminantium,Bacteria,8,0.014843775,0.009813805,0.020195697
D065626,species,114528,Mogibacterium neglectum,Bacteria,8,0.001112554,0.000543148,0.001273503
D065626,species,177972,Shuttleworthia satelles,Bacteria,8,0.000720929,0.000635646,0.000510909
D065626,species,202955,Acinetobacter tjernbergiae,Bacteria,8,0.007477929,0.001470905,0.015327966
D065626,species,255723,Slackia faecicanis,Bacteria,8,0.121793962,0.005676345,0.308098513
D065626,species,419015,Alloscardovia omnicolens,Bacteria,8,0.1448375,0.0199,0.350314747
D065626,species,626947,Parasutterella secunda,Bacteria,8,0.062523551,0.001520075,0.095423249
D065626,species,732242,Bacteroides paurosaccharolyticus,Bacteria,8,0.002228452,0.000841591,0.002620166
D065626,species,623,Shigella flexneri,Bacteria,7,0.068238436,0.01839,0.120629107
D065626,species,726,Haemophilus haemolyticus,Bacteria,7,0.004902761,0.00203,0.005620051
D065626,species,824,Campylobacter gracilis,Bacteria,7,0.001493474,0.000770612,0.001540607
D065626,species,856,Fusobacterium varium,Bacteria,7,0.126973615,0.0024,0.275633086
D065626,species,1354,Enterococcus hirae,Bacteria,7,0.055705486,0.01978,0.071660201
D065626,species,1504,Clostridium septicum,Bacteria,7,0.003728732,0.000669241,0.006287774
D065626,species,28038,Lactobacillus curvatus,Bacteria,7,0.048232857,0.01233,0.087618903
D065626,species,28128,Prevotella corporis,Bacteria,7,0.001869127,0.000819793,0.00211162
D065626,species,36874,Porphyromonas cangingivalis,Bacteria,7,0.033021826,0.00180226,0.060066022
D065626,species,39482,[Eubacterium] contortum,Bacteria,7,0.001221604,0.000770612,0.001181113
D065626,species,39493,Clostridium tarantellae,Bacteria,7,0.007200343,0.00469133,0.009299682
D065626,species,43131,Tissierella praeacuta,Bacteria,7,0.004138301,0.00128365,0.005714187
D065626,species,47770,Lactobacillus crispatus,Bacteria,7,0.229283076,0.04036,0.344774426
D065626,species,54005,Peptoniphilus harei,Bacteria,7,0.070011429,0.00711,0.164834888
D065626,species,133453,Caldilinea aerophila,Bacteria,7,0.002422275,0.000675959,0.004089599
D065626,species,158787,Bifidobacterium scardovii,Bacteria,7,0.004981617,0.00101394,0.009025566
D065626,species,187326,Megasphaera micronuciformis,Bacteria,7,0.257188571,0.02373,0.404888522
D065626,species,214851,Subdoligranulum variabile,Bacteria,7,0.001675714,0.00134,0.001273091
D065626,species,216947,Spiroplasma velocicrescens,Bacteria,7,0.208694077,0.0182509,0.505735911
D065626,species,228603,Prevotella shahii,Bacteria,7,0.012059343,0.00356928,0.021676877
D065626,species,270498,Catabacter hongkongensis,Bacteria,7,0.006519241,0.00180226,0.008654751
D065626,species,341694,Peptostreptococcus stomatis,Bacteria,7,0.002588239,0.00231,0.002640692
D065626,species,1297750,Bacteroides luti,Bacteria,7,0.004056142,0.00273082,0.006324947
D065626,species,546,Citrobacter freundii,Bacteria,6,0.19463,0.01496,0.338777927
D065626,species,584,Proteus mirabilis,Bacteria,6,0.156304755,0.00381159,0.301967409
D065626,species,732,Aggregatibacter aphrophilus,Bacteria,6,0.000808851,0.000680967,0.000643229
D065626,species,1261,Peptostreptococcus anaerobius,Bacteria,6,0.018398333,0.00994,0.019303333
D065626,species,1365,Lactococcus plantarum,Bacteria,6,0.000762412,0.000812161,0.000460533
D065626,species,1685,Bifidobacterium breve,Bacteria,6,0.238371128,0.076965,0.437747924
D065626,species,29359,Asaccharospora irregularis,Bacteria,6,0.000808117,0.00072546,0.000613167
D065626,species,29430,Acinetobacter haemolyticus,Bacteria,6,0.019593878,0.00186142,0.043702996
D065626,species,37734,Enterococcus casseliflavus,Bacteria,6,0.001704623,0.00168176,0.000744723
D065626,species,40542,Leptotrichia buccalis,Bacteria,6,0.0047069,0.001067482,0.006274946
D065626,species,66219,Lachnoclostridium phytofermentans,Bacteria,6,0.000413776,0.000420301,0.000262585
D065626,species,76860,Streptococcus constellatus,Bacteria,6,0.012360657,0.00793697,0.011915002
D065626,species,106654,Acinetobacter nosocomialis,Bacteria,6,0.006683496,0.000625035,0.014888655
D065626,species,194326,Lactobacillus versmoldensis,Bacteria,6,0.118686667,0.09821,0.132185916
D065626,species,281920,Porphyromonas uenonis,Bacteria,6,0.001066022,0.000396016,0.001754993
D065626,species,357278,Lactobacillus parabrevis,Bacteria,6,0.010888846,0.002717837,0.016244605
D065626,species,358220,Acidovorax sp. KKS102,Bacteria,6,0.004872235,0.000586809,0.010334452
D065626,species,376804,Bacteroides barnesiae,Bacteria,6,1.030052812,0.0112613,1.933680095
D065626,species,501571,Butyricicoccus pullicaecorum,Bacteria,6,0.040891667,0.04099,0.039065311
D065626,species,544581,Actinomyces johnsonii,Bacteria,6,0.00778,0.00626,0.006511193
D065626,species,863643,Thermincola potens,Bacteria,6,0.000783821,0.000262255,0.00123523
D065626,species,1111120,Acidaminococcus sp. BV3L6,Bacteria,6,4.40591,2.13355,5.319863098
D065626,species,663,Vibrio alginolyticus,Bacteria,5,0.001261078,0.000469133,0.001889242
D065626,species,827,Campylobacter ureolyticus,Bacteria,5,0.004943052,0.00545435,0.003671994
D065626,species,1255,Pediococcus pentosaceus,Bacteria,5,0.097733255,0.00617,0.189529965
D065626,species,1265,Ruminococcus flavefaciens,Bacteria,5,0.038421982,0.01023,0.069046463
D065626,species,1280,Staphylococcus aureus,Bacteria,5,0.008178562,0.00675,0.010397344
D065626,species,1311,Streptococcus agalactiae,Bacteria,5,0.037853105,0.00580248,0.074001897
D065626,species,1313,Streptococcus pneumoniae,Bacteria,5,0.021139364,0.016363,0.027446465
D065626,species,1349,Streptococcus uberis,Bacteria,5,0.001740416,0.000337979,0.003065993
D065626,species,1527,Anaerocolumna aminovalerica,Bacteria,5,0.002949863,0.00337979,0.001916423
D065626,species,1583,Weissella confusa,Bacteria,5,0.92606,0.18542,1.704571739
D065626,species,1718,Corynebacterium glutamicum,Bacteria,5,0.004121471,0.00123138,0.007259901
D065626,species,1747,Propionibacterium acnes,Bacteria,5,0.008686373,0.00180226,0.014416667
D065626,species,28139,Rikenella microfusus,Bacteria,5,0.000848056,0.000675959,0.000553861
D065626,species,29364,[Clostridium] polysaccharolyticum,Bacteria,5,0.002450039,0.000618944,0.002724833
D065626,species,35554,Geobacter sulfurreducens,Bacteria,5,0.003437041,0.00327917,0.002464892
D065626,species,35825,Pseudobacteroides cellulosolvens,Bacteria,5,0.000727848,0.000512876,0.000622425
D065626,species,36841,Terrisporobacter glycolicus,Bacteria,5,0.015444,0.00485,0.024197443
D065626,species,47671,Lautropia mirabilis,Bacteria,5,0.001992112,0.00108498,0.002640611
D065626,species,51123,[Eubacterium] saphenum,Bacteria,5,0.00565,0.00258,0.007352037
D065626,species,52773,Actinomyces meyeri,Bacteria,5,0.021666703,0.0218174,0.022165259
D065626,species,54565,Desulfovibrio simplex,Bacteria,5,0.002498955,0.00202788,0.001677206
D065626,species,77768,Prevotella albensis,Bacteria,5,0.00123155,0.0014074,0.000569032
D065626,species,147206,Collinsella stercoris,Bacteria,5,0.983587796,0.04976,1.934879893
D065626,species,155617,Enterococcus moraviensis,Bacteria,5,0.006737712,0.00545435,0.008553259
D065626,species,156456,Anaeroglobus geminatus,Bacteria,5,0.003889167,0.00222866,0.005866458
D065626,species,157687,Leptotrichia wadei,Bacteria,5,0.001916867,0.000846095,0.002723606
D065626,species,189722,Prevotella marshii,Bacteria,5,0.004787183,0.00219822,0.006646052
D065626,species,202956,Acinetobacter towneri,Bacteria,5,0.006125723,0.00187653,0.008868247
D065626,species,214853,Anaerofustis stercorihominis,Bacteria,5,0.002224251,0.000282032,0.002787201
D065626,species,363265,Prevotella stercorea,Bacteria,5,2.351706,1.61345,2.928493978
D065626,species,411489,Clostridium sp. L2-50,Bacteria,5,5.48569,6.70662,3.459084902
D065626,species,469592,Bacteroides sp. 3_1_19,Bacteria,5,0.939894,0.82111,0.44027551
D065626,species,501496,Porphyromonas bennonis,Bacteria,5,0.012734,0.00709,0.016203087
D065626,species,544580,Actinomyces oris,Bacteria,5,0.006844,0.00456,0.006144081
D065626,species,626933,Odoribacter laneus,Bacteria,5,0.334322,0.21473,0.299938236
D065626,species,871327,Parabacteroides chinchillae,Bacteria,5,0.007660074,0.00468469,0.008645091
D065626,species,885581,Desulfosporosinus acidiphilus,Bacteria,5,0.00399438,0.00180226,0.004584216
D065626,species,1148157,Acinetobacter oleivorans,Bacteria,5,0.033939452,0.00325494,0.07051125
D065626,species,1226323,Oscillibacter sp. KLE 1745,Bacteria,5,0.314862,0.26379,0.151400383
D065626,species,1287640,Anaerococcus obesiensis,Bacteria,5,0.003864,0.0038,0.001232814
D065626,species,1755607,Bacteroides sp. MC_16,Bacteria,5,0.32560405,0.0327261,0.456731699
D065626,species,1755610,Alistipes sp. MC_19,Bacteria,5,0.005808648,0.00150787,0.006967929
D065626,species,294,Pseudomonas fluorescens,Bacteria,4,0.001521943,0.000606395,0.0020887
D065626,species,470,Acinetobacter baumannii,Bacteria,4,0.002203371,0.001780415,0.001953812
D065626,species,727,Haemophilus influenzae,Bacteria,4,0.006880243,0.001675137,0.011143719
D065626,species,735,Haemophilus parahaemolyticus,Bacteria,4,0.003528046,0.003394025,0.002855137
D065626,species,1254,Pediococcus acidilactici,Bacteria,4,0.025210565,0.007185,0.039725795
D065626,species,1539,Clostridium malenominatum,Bacteria,4,0.056814511,0.0426322,0.060094761
D065626,species,1570,Halobacillus halophilus,Bacteria,4,0.001149981,0.00102489,0.000330827
D065626,species,1604,Lactobacillus amylovorus,Bacteria,4,0.18830025,0.032865,0.327270178
D065626,species,1670,Arthrobacter citreus,Bacteria,4,0.004078197,0.002002519,0.005150408
D065626,species,2051,Mobiluncus curtisii,Bacteria,4,0.000654297,0.000642689,0.000150534
D065626,species,28129,Prevotella denticola,Bacteria,4,0.37834163,0.010822605,0.742115399
D065626,species,28136,Prevotella oulorum,Bacteria,4,0.001514135,0.000520365,0.002125365
D065626,species,29322,[Eubacterium] cellulosolvens,Bacteria,4,0.000477688,0.000457385,0.00030476
D065626,species,29355,[Clostridium] cellobioparum,Bacteria,4,0.03776922,0.02533515,0.036636746
D065626,species,29389,Streptococcus alactolyticus,Bacteria,4,0.002160487,0.000984909,0.002940729
D065626,species,29448,Bradyrhizobium elkanii,Bacteria,4,0.00150733,0.001286436,0.001306351
D065626,species,31973,Eggerthia catenaformis,Bacteria,4,0.000320469,0.000289452,8.95E-05
D065626,species,33032,Anaerococcus lactolyticus,Bacteria,4,0.000923524,0.001096962,0.000521989
D065626,species,36854,Desulfitobacterium dehalogenans,Bacteria,4,0.000721633,0.000566874,0.000381128
D065626,species,41202,Ewingella americana,Bacteria,4,0.000887944,0.000674959,0.000778347
D065626,species,43768,Corynebacterium matruchotii,Bacteria,4,0.000608965,0.000586809,0.000323855
D065626,species,46867,Clostridium chauvoei,Bacteria,4,0.004148288,0.004330855,0.003128866
D065626,species,61592,Corynebacterium durum,Bacteria,4,0.0038025,0.00195,0.004409145
D065626,species,75658,Campylobacter lanienae,Bacteria,4,0.000749602,0.00036135,0.000873008
D065626,species,78258,Parascardovia denticolens,Bacteria,4,0.005795,0.00693,0.004047464
D065626,species,80869,Acidovorax citrulli,Bacteria,4,0.003906545,0.000902371,0.006472671
D065626,species,89153,[Clostridium] hylemonae,Bacteria,4,0.003651847,0.003492255,0.002701117
D065626,species,93973,Shewanella japonica,Bacteria,4,0.00051094,0.000481838,0.000192816
D065626,species,103892,Veillonella ratti,Bacteria,4,0.244483205,0.058418385,0.413200307
D065626,species,106648,Acinetobacter bereziniae,Bacteria,4,0.00079156,0.000527254,0.00068169
D065626,species,138595,Olsenella profusa,Bacteria,4,0.012061473,0.00225001,0.020945272
D065626,species,150055,Streptococcus lutetiensis,Bacteria,4,0.9514575,0.415285,1.391701184
D065626,species,157692,Leptotrichia goodfellowii,Bacteria,4,0.002976431,0.002850056,0.003144581
D065626,species,185300,Paludibacter propionicigenes,Bacteria,4,0.002634417,0.00329759,0.001539436
D065626,species,237576,Oribacterium sinus,Bacteria,4,0.0081775,0.007905,0.007913568
D065626,species,242750,Prevotella bergensis,Bacteria,4,0.003683779,0.002983613,0.004028256
D065626,species,253239,Ethanoligenens harbinense,Bacteria,4,0.00279962,0.001693547,0.003047735
D065626,species,273168,Novosphingobium naphthalenivorans,Bacteria,4,0.001641681,0.000585942,0.002203974
D065626,species,282125,Sutterella sanguinus,Bacteria,4,0.015287792,0.002123167,0.027469659
D065626,species,290053,Bacteroides helcogenes,Bacteria,4,0.005459021,0.002422585,0.007258988
D065626,species,294935,Enterovibrio coralii,Bacteria,4,0.000818024,0.000711146,0.000445701
D065626,species,310300,Bacteroides pyogenes,Bacteria,4,0.000794297,0.000606344,0.000703907
D065626,species,340095,Thermodesulfovibrio thiophilus,Bacteria,4,0.000306589,0.000303172,2.37E-05
D065626,species,425254,Cellulosilyticum ruminicola,Bacteria,4,0.000785112,0.000545957,0.00071317
D065626,species,457387,Bacteroides sp. 1_1_30,Bacteria,4,5.9502925,2.41775,8.515166229
D065626,species,544644,Butyricimonas synergistica,Bacteria,4,0.001765,0.00204,0.001222088
D065626,species,589436,Prevotella fusca,Bacteria,4,0.008461588,0.00857846,0.00730376
D065626,species,592978,Ruminococcus faecis,Bacteria,4,0.000318686,0.000262255,0.000220769
D065626,species,633415,Aeromonas sanarellii,Bacteria,4,0.002659516,0.000987134,0.003591573
D065626,species,645466,Anaerostipes butyraticus,Bacteria,4,0.011447908,0.006198145,0.014604664
D065626,species,665943,Eggerthella sp. 1_3_56FAA,Bacteria,4,0.9217925,0.811395,0.401037232
D065626,species,673862,Candidatus Babela massiliensis,Bacteria,4,0.000425383,0.000418678,0.000170272
D065626,species,762212,Bifidobacterium biavatii,Bacteria,4,0.00085711,0.000865034,0.000500308
D065626,species,1114014,Lactobacillus sp. NBRC 107191,Bacteria,4,0.000616768,0.000631492,0.000395884
D065626,species,24,Shewanella putrefaciens,Bacteria,3,0.00130597,0.000903318,0.000876863
D065626,species,200,Campylobacter curvus,Bacteria,3,0.00213013,0.000702751,0.00289352
D065626,species,247,Empedobacter brevis,Bacteria,3,0.026670285,0.000794868,0.044862561
D065626,species,644,Aeromonas hydrophila,Bacteria,3,0.000857481,0.000770612,0.000742496
D065626,species,654,Aeromonas veronii,Bacteria,3,0.001117368,0.000985105,0.000679908
D065626,species,685,Vibrio diazotrophicus,Bacteria,3,0.000521471,0.000542491,0.000260288
D065626,species,849,Fusobacterium gonidiaformans,Bacteria,3,0.00743,0.00722,0.00460859
D065626,species,959,Bdellovibrio bacteriovorus,Bacteria,3,0.001111644,0.0012358,0.000760335
D065626,species,1270,Micrococcus luteus,Bacteria,3,0.000967589,0.000938267,0.000820403
D065626,species,1296,Staphylococcus sciuri,Bacteria,3,0.001588842,0.000251311,0.002321034
D065626,species,1364,Lactococcus piscium,Bacteria,3,0.000913652,0.000641824,0.000788648
D065626,species,1506,Clostridium sp.,Bacteria,3,0.00116771,0.00153863,0.000880683
D065626,species,1520,Clostridium beijerinckii,Bacteria,3,0.00138054,0.000309472,0.001926449
D065626,species,1598,Lactobacillus reuteri,Bacteria,3,0.009313333,0.01381,0.007849155
D065626,species,1625,Lactobacillus sanfranciscensis,Bacteria,3,0.01496437,0.01724,0.004635802
D065626,species,1630,Kandleria vitulina,Bacteria,3,0.108326367,0.00676876,0.176204761
D065626,species,1727,Corynebacterium variabile,Bacteria,3,0.002173063,0.0020781,0.000739363
D065626,species,2718,Cardiobacterium hominis,Bacteria,3,0.002111247,0.000455276,0.003051016
D065626,species,28090,Acinetobacter lwoffii,Bacteria,3,0.012117054,0.000618944,0.020007983
D065626,species,28112,Tannerella forsythia,Bacteria,3,0.002203373,0.00234567,0.001054471
D065626,species,28132,Prevotella melaninogenica,Bacteria,3,0.002347564,0.00187653,0.002080964
D065626,species,28133,Prevotella nigrescens,Bacteria,3,0.00034757,0.000337979,0.000190307
D065626,species,28134,Prevotella oralis,Bacteria,3,0.002143888,0.000512876,0.002825739
D065626,species,28137,Prevotella veroralis,Bacteria,3,0.003362072,0.00275808,0.003583345
D065626,species,29552,Acholeplasma axanthum,Bacteria,3,0.001709979,0.00180226,0.001153733
D065626,species,33029,Anaerococcus hydrogenalis,Bacteria,3,0.007368543,0.000641824,0.012106528
D065626,species,33954,Clostridium magnum,Bacteria,3,0.000901434,0.000564063,0.000788286
D065626,species,33959,Lactobacillus johnsonii,Bacteria,3,0.172933333,0.16892,0.17078537
D065626,species,35519,Mogibacterium timidum,Bacteria,3,0.010468676,0.00545435,0.013363125
D065626,species,36845,Clostridium intestinale,Bacteria,3,0.000805883,0.000819793,0.000286306
D065626,species,36848,Oxalophagus oxalicus,Bacteria,3,0.001075137,0.000910274,0.000660312
D065626,species,39497,Eubacterium xylanophilum,Bacteria,3,0.2189109,0.0709065,0.270983254
D065626,species,40216,Acinetobacter radioresistens,Bacteria,3,0.013106734,0.00131893,0.021297273
D065626,species,47246,[Clostridium] viride,Bacteria,3,0.095797583,0.00360451,0.162673286
D065626,species,47880,Pseudomonas fulva,Bacteria,3,0.000627021,0.000617898,0.000139254
D065626,species,54291,Raoultella ornithinolytica,Bacteria,3,0.23034,0.12658,0.294113253
D065626,species,60133,Prevotella pallens,Bacteria,3,0.000959526,0.000794868,0.000519326
D065626,species,68891,Streptococcus peroris,Bacteria,3,0.00361,0.00101,0.00475669
D065626,species,70993,Flexithrix dorotheae,Bacteria,3,0.000567479,0.000564063,0.000100098
D065626,species,74316,Brevundimonas aurantiaca,Bacteria,3,0.002710063,0.000469133,0.004075928
D065626,species,76122,Alloprevotella tannerae,Bacteria,3,0.002138527,0.00180226,0.000818966
D065626,species,77095,Prevotella bryantii,Bacteria,3,0.005946987,0.00677002,0.005420299
D065626,species,84109,Slackia exigua,Bacteria,3,0.006488277,0.00468469,0.005797791
D065626,species,84163,Cryptobacterium curtum,Bacteria,3,0.028919931,0.01737,0.035321004
D065626,species,134534,Acinetobacter gyllenbergii,Bacteria,3,0.001186526,0.000938267,0.001024009
D065626,species,135082,Selenomonas infelix,Bacteria,3,0.001737446,0.00180226,0.001368212
D065626,species,135083,Selenomonas noxia,Bacteria,3,0.00118721,0.00126225,0.000900727
D065626,species,151276,Bacteroides coprosuis,Bacteria,3,1.165213354,0.343406,1.728841419
D065626,species,179995,Anaerobiospirillum thomasii,Bacteria,3,0.00057423,0.000641824,0.000210747
D065626,species,184870,Varibaculum cambriense,Bacteria,3,0.006053333,0.00264,0.007644647
D065626,species,190893,Vibrio coralliilyticus,Bacteria,3,0.00079731,0.000742887,0.000264689
D065626,species,202952,Acinetobacter gerneri,Bacteria,3,0.000778001,0.000631126,0.000265934
D065626,species,204038,Dickeya dadantii,Bacteria,3,0.001237208,0.000451659,0.001371029
D065626,species,212663,Vibrio tasmaniensis,Bacteria,3,0.000758304,0.000451659,0.000683309
D065626,species,216903,Chryseobacterium molle,Bacteria,3,0.001215111,0.0012358,0.00038539
D065626,species,216940,Spiroplasma lampyridicola,Bacteria,3,0.005332377,0.00439373,0.004081215
D065626,species,225991,Comamonas aquatica,Bacteria,3,0.003939287,0.00126225,0.005158853
D065626,species,237258,Cloacibacterium normanense,Bacteria,3,0.001474266,0.000469133,0.001937149
D065626,species,253256,Soehngenia saccharolytica,Bacteria,3,0.000372787,0.000309472,0.000120741
D065626,species,255507,Arcobacter cibarius,Bacteria,3,0.011765047,0.00378676,0.016082655
D065626,species,349221,Micavibrio aeruginosavorus,Bacteria,3,0.001168379,0.00108498,0.000596569
D065626,species,426421,Sediminibacterium salmoneum,Bacteria,3,0.000498931,0.000540915,0.000144605
D065626,species,469613,Enterobacteriaceae bacterium 9_2_54FAA,Bacteria,3,0.003333333,0.00242,0.001634177
D065626,species,470565,Prevotella histicola,Bacteria,3,0.000965075,0.000841128,0.000525257
D065626,species,487173,Dialister succinatiphilus,Bacteria,3,1.197803333,0.68026,1.173842913
D065626,species,589437,Prevotella scopos,Bacteria,3,0.00210765,0.00180226,0.001155344
D065626,species,658457,Pseudomonas composti,Bacteria,3,0.000923069,0.000669241,0.000833227
D065626,species,742723,Lachnospiraceae bacterium 2_1_46FAA,Bacteria,3,0.05511,0.04253,0.03931947
D065626,species,762211,Bifidobacterium stellenboschense,Bacteria,3,0.000989289,0.000841128,0.000749948
D065626,species,1050174,Corynebacterium epidermidicanis,Bacteria,3,0.003098728,0.000512017,0.004712326
D065626,species,1095771,Ruminococcus sp. JC304,Bacteria,3,0.416316667,0.44574,0.23917624
D065626,species,1226325,Clostridium sp. KLE 1755,Bacteria,3,1.0475,1.25555,0.377410576
D065626,species,1346286,Dysgonomonas macrotermitis,Bacteria,3,0.0061268,0.00516047,0.005139921
D065626,species,204,Campylobacter showae,Bacteria,2,0.00701589,0.00701589,0.008180532
D065626,species,246,Chryseobacterium balustinum,Bacteria,2,0.004338515,0.004338515,0.004350496
D065626,species,408,Methylobacterium extorquens,Bacteria,2,0.000399747,0.000399747,0.000145487
D065626,species,495,Neisseria elongata,Bacteria,2,0.000424936,0.000424936,9.56E-05
D065626,species,496,Neisseria macacae,Bacteria,2,0.001289243,0.001289243,0.001654824
D065626,species,539,Eikenella corrodens,Bacteria,2,0.001403183,0.001403183,0.001636114
D065626,species,588,Providencia stuartii,Bacteria,2,0.000852467,0.000852467,0.000542115
D065626,species,714,Aggregatibacter actinomycetemcomitans,Bacteria,2,0.000480117,0.000480117,0.000510547
D065626,species,859,Fusobacterium necrophorum,Bacteria,2,0.002817204,0.002817204,0.003662199
D065626,species,867,Ruminobacter amylophilus,Bacteria,2,0.000266672,0.000266672,2.17E-05
D065626,species,989,Marinilabilia salmonicolor,Bacteria,2,0.000478996,0.000478996,0.000278548
D065626,species,995,Solitalea canadensis,Bacteria,2,0.000280392,0.000280392,4.11E-05
D065626,species,1244,Leuconostoc gelidum,Bacteria,2,0.03418,0.03418,0.02735089
D065626,species,1249,Weissella paramesenteroides,Bacteria,2,0.000783287,0.000783287,0.000151785
D065626,species,1267,Clostridium ventriculi,Bacteria,2,0.02077355,0.02077355,0.013951005
D065626,species,1282,Staphylococcus epidermidis,Bacteria,2,0.00861902,0.00861902,0.011959693
D065626,species,1355,Enterococcus columbae,Bacteria,2,0.000173372,0.000173372,7.67E-05
D065626,species,1381,Atopobium minutum,Bacteria,2,0.00099,0.00099,0.000777817
D065626,species,1503,[Clostridium] purinilyticum,Bacteria,2,0.002072713,0.002072713,0.002166289
D065626,species,1513,Clostridium tetani,Bacteria,2,0.001311027,0.001311027,0.000694709
D065626,species,1519,Clostridium tyrobutyricum,Bacteria,2,0.00052309,0.00052309,0.000384353
D065626,species,1550,Clostridium subterminale,Bacteria,2,0.00242488,0.00242488,0.001110568
D065626,species,1556,Gottschalkia acidurici,Bacteria,2,0.000360838,0.000360838,0.000111449
D065626,species,1563,Desulfosporosinus orientis,Bacteria,2,0.00067161,0.00067161,0.000471825
D065626,species,1614,Lactobacillus fructivorans,Bacteria,2,0.001763525,0.001763525,0.001060073
D065626,species,1659,Actinomyces israelii,Bacteria,2,0.001295281,0.001295281,0.001064605
D065626,species,1684,Bifidobacterium asteroides,Bacteria,2,0.001049566,0.001049566,0.00106447
D065626,species,1694,Bifidobacterium pseudolongum,Bacteria,2,0.01462064,0.01462064,0.007932833
D065626,species,1717,Corynebacterium diphtheriae,Bacteria,2,0.001255472,0.001255472,0.000977799
D065626,species,1750,Propionibacterium propionicum,Bacteria,2,0.000993855,0.000993855,0.00076678
